kms_driven,fuel_type_subs,seller_type_subs,transmission_subs,owner_subs,cars_age
80000,4,1,1,0,16
117000,4,1,1,2,21
70000,4,1,1,0,18
110000,1,1,1,2,10
100000,1,1,1,2,6
105000,1,1,1,2,6
182000,1,1,1,4,13
95000,1,1,1,2,10
70000,4,1,1,0,7
76000,4,1,1,2,13
70000,1,1,1,2,8
46000,1,1,1,0,9
70000,4,1,1,0,23
25000,1,1,1,0,5
90000,4,1,1,0,16
50000,1,1,1,0,6
24585,1,0,1,3,5
70000,4,1,1,0,21
110000,1,1,1,4,11
10000,0,1,1,0,3
100000,4,1,1,0,12
110000,1,1,1,2,11
100000,1,1,1,2,11
65000,4,1,1,0,13
40000,1,1,1,4,7
13900,4,1,1,0,3
17563,4,1,1,0,5
15000,4,1,1,0,6
82000,1,1,1,2,10
40000,1,1,1,0,6
151000,1,1,1,2,8
50000,4,1,1,0,7
15000,4,1,1,0,5
80000,1,1,1,0,5
11000,4,1,1,0,3
50000,0,1,1,0,6
120000,1,1,0,2,10
70000,3,1,1,4,15
90000,4,1,1,0,7
185000,1,1,1,2,10
40000,1,1,1,0,6
25000,1,1,1,0,5
117780,1,1,1,2,9
120000,1,1,1,2,12
120000,1,1,1,0,5
120000,1,1,1,4,9
30000,4,1,1,0,4
30000,4,1,1,0,4
60000,1,1,1,0,7
25000,4,1,1,0,6
55000,1,1,1,2,7
20000,1,1,1,0,4
40000,4,1,1,2,15
80000,4,1,0,4,16
80000,4,1,0,1,16
35000,1,1,1,0,4
110000,1,1,1,2,12
160000,1,1,1,0,11
125000,1,1,1,0,9
62000,4,1,1,2,11
120000,1,1,1,2,11
33000,4,1,1,2,6
80000,1,1,1,1,9
35000,1,1,1,0,5
50000,1,1,1,0,7
5000,4,1,1,0,3
12000,4,1,1,0,6
81595,1,0,1,0,6
22000,4,1,1,0,17
40000,4,1,1,0,7
40000,4,1,1,2,14
70000,1,1,1,2,9
4000,1,1,1,0,3
24000,1,1,0,0,7
13500,4,0,1,0,4
40000,1,1,1,0,9
9700,4,0,1,0,4
62000,4,1,1,2,10
24000,1,0,1,0,6
13000,1,0,1,0,3
50000,4,1,1,4,13
40000,1,0,1,0,5
27000,4,1,1,0,4
40000,4,1,1,0,6
80000,4,1,1,2,13
221000,1,1,1,4,17
80000,1,1,1,0,6
119000,1,1,1,2,10
190000,1,1,1,2,13
25000,4,1,0,0,5
28740,4,1,1,0,9
48500,4,1,1,0,12
110000,4,1,1,2,10
30000,4,1,1,0,4
120000,1,1,1,2,11
130000,1,1,0,0,8
140000,1,1,1,2,14
90000,1,1,1,0,11
50000,4,1,1,0,12
50000,4,1,1,2,14
60000,4,1,1,2,16
15000,4,1,1,2,7
45000,4,1,1,0,7
80000,4,1,1,4,17
15000,4,1,0,0,4
20000,1,1,1,0,3
37000,4,1,1,0,5
80000,1,1,1,0,6
120000,1,1,1,1,20
20000,4,1,1,0,4
25000,1,1,1,0,6
96000,4,1,1,4,12
54000,4,0,1,2,8
53000,4,0,1,0,9
65000,1,0,1,0,12
43000,4,0,1,0,7
42000,4,0,1,0,10
73000,1,0,0,0,11
29000,4,0,1,0,7
95000,1,0,1,0,9
25000,4,1,1,0,8
53000,4,0,1,2,11
20000,4,0,1,0,11
57000,4,0,1,0,8
52000,1,0,1,0,8
40000,4,1,1,0,14
47000,4,0,1,0,10
47000,4,0,1,2,10
73000,1,0,1,0,6
42000,4,0,1,2,10
60000,4,0,1,4,10
50000,1,1,1,0,10
120000,4,1,1,0,7
50000,4,1,1,0,10
70000,4,1,1,1,23
25000,1,1,1,0,4
11000,4,1,0,0,3
80000,4,1,1,0,9
80000,4,1,1,1,24
75000,1,1,1,2,9
45000,1,1,0,4,13
100000,1,1,1,2,15
60000,1,1,1,2,8
50000,4,1,1,0,7
80000,4,1,1,2,8
60000,1,1,1,2,5
60000,4,1,1,2,6
70000,1,1,1,2,10
42000,1,1,1,0,4
40000,1,1,1,0,5
150000,1,1,1,2,11
30000,1,1,1,0,5
90000,4,1,1,1,12
120000,1,1,1,0,5
80000,1,1,1,2,6
80000,1,1,1,2,12
50000,4,1,1,4,14
70000,4,1,1,2,20
120000,4,1,0,2,13
70000,1,1,0,0,8
55300,1,0,0,0,10
74300,1,0,1,0,10
48781,4,0,1,0,12
87620,1,0,0,0,12
40219,1,0,0,0,5
11473,4,0,1,0,11
8352,4,0,1,0,5
9745,4,0,0,0,5
9748,4,0,1,0,5
49000,4,0,1,0,10
20694,1,0,1,0,4
31080,4,0,1,0,7
37605,4,0,1,0,8
55850,1,0,1,0,8
58850,4,0,1,0,12
23839,4,0,1,0,7
38000,4,0,0,0,9
45454,1,0,1,0,10
46957,1,0,0,0,7
8000,4,1,0,0,3
30000,4,1,1,0,6
110000,1,1,1,0,10
223000,1,1,1,1,15
110000,1,1,1,0,11
120000,4,1,1,2,16
100000,4,1,1,2,14
100000,1,1,1,2,8
60000,4,1,1,2,16
60000,1,1,1,2,11
41090,4,1,1,0,13
296823,1,1,1,0,10
40000,4,1,1,0,8
40000,4,1,1,2,11
70000,4,1,1,2,12
80000,1,1,1,2,7
90000,1,1,1,0,5
19000,4,1,1,0,5
60000,1,1,1,0,26
19000,4,1,1,0,5
68000,0,1,1,2,12
120000,1,1,1,2,11
30000,1,1,1,0,8
90000,4,1,1,2,6
140000,1,1,1,4,7
44500,4,1,0,0,5
52000,1,1,1,2,8
26000,4,1,1,0,6
26000,4,1,1,0,6
35000,4,1,1,0,7
60000,4,1,1,2,14
58000,4,1,1,0,18
100000,1,1,1,0,8
43700,4,1,1,0,6
120000,4,1,1,2,13
80000,1,1,1,4,11
20000,4,1,1,0,5
25000,4,1,1,0,4
27483,1,0,1,0,8
8000,4,1,1,0,3
30000,4,1,1,0,14
30000,4,1,1,0,5
100000,1,1,1,1,13
56207,4,0,1,2,8
40000,4,1,1,0,12
70000,4,1,1,0,16
1440,4,1,1,0,4
12000,4,1,1,0,7
50000,4,1,1,0,3
35000,1,1,1,0,6
50000,4,1,1,2,12
60000,1,1,1,2,5
67000,1,1,1,0,5
100000,4,1,1,2,9
60000,1,1,1,0,5
70000,1,1,1,0,5
50000,4,1,1,1,5
120000,1,1,1,4,13
100000,0,1,1,1,15
90000,4,1,1,0,7
80000,4,1,1,0,8
90000,4,1,1,2,10
157000,1,1,1,2,8
20000,4,1,1,0,6
80000,4,1,1,1,14
60000,1,1,1,0,7
49000,4,1,1,0,7
5000,4,1,1,0,2
110000,1,1,1,0,9
200000,1,1,1,4,12
90000,1,1,1,2,10
63000,1,1,1,4,12
23000,4,1,1,0,7
100000,1,1,1,0,9
168000,1,1,1,1,18
90000,1,1,1,4,14
70000,4,1,1,4,14
5550,4,1,1,2,4
100000,4,1,1,2,8
80000,4,1,1,2,8
40000,4,1,1,0,12
100000,1,1,1,0,12
35000,4,1,1,4,18
75000,1,1,1,2,16
150000,1,1,1,1,9
16000,4,1,0,0,3
70000,4,1,1,0,13
115000,1,1,1,0,8
25000,4,1,0,0,3
10000,1,1,0,0,3
15000,4,1,1,0,3
10000,0,1,1,0,3
80000,4,1,1,4,10
1700,4,1,1,0,2
45217,1,0,1,0,6
97000,1,1,1,0,10
20000,4,1,1,0,4
50000,1,1,1,0,5
120000,1,1,1,2,13
50000,4,1,1,0,12
40000,4,1,1,2,10
110000,1,1,1,2,15
155000,1,1,1,0,8
70000,4,1,1,2,11
70000,4,1,1,4,12
41000,4,0,1,0,6
60000,1,0,0,0,5
56000,1,0,0,0,4
97000,4,0,0,2,11
60000,4,1,1,0,8
48000,4,0,0,2,8
190000,1,1,1,4,13
80000,4,1,1,0,3
70000,1,1,1,2,9
80000,1,1,1,2,10
30000,1,1,0,2,4
44440,4,1,1,2,6
30000,1,1,1,0,4
80000,1,1,1,2,7
110000,1,1,1,0,10
170000,4,1,1,0,15
46000,1,1,0,0,12
120000,1,1,0,4,10
91365,1,0,1,0,7
90010,1,0,1,2,9
80000,1,1,1,0,9
35000,4,1,1,2,10
31800,1,0,1,0,9
59100,0,0,1,0,9
31200,4,0,1,0,6
51000,1,0,1,0,6
22700,1,0,1,2,9
58000,1,0,0,0,11
50900,1,0,1,0,6
10000,1,1,1,0,4
60000,1,1,1,0,8
80000,4,1,1,2,11
72000,1,1,1,0,6
96000,4,1,1,0,6
66000,1,1,1,0,8
80000,1,1,1,2,10
90000,1,1,1,0,10
70000,4,1,1,0,13
75000,4,1,1,4,16
2417,4,1,1,0,3
100000,1,1,1,1,13
30000,4,1,1,2,6
50000,4,1,1,0,13
120000,4,1,1,1,15
7000,0,1,1,0,2
110000,4,1,1,1,13
130000,4,1,1,1,14
35000,4,1,1,0,6
80000,4,1,1,4,17
70000,4,1,1,2,15
23000,4,1,1,0,4
40000,4,1,1,0,8
110000,4,1,0,2,16
10000,1,1,1,0,3
80000,1,1,1,0,7
25000,1,1,1,4,13
74000,4,1,1,4,9
60000,4,1,1,4,7
70000,1,1,1,0,11
100000,1,1,1,0,12
146000,1,1,1,4,14
120000,1,1,1,2,10
70000,4,1,1,2,17
120000,1,1,1,4,14
65500,1,1,1,0,11
70000,1,1,1,0,6
50000,4,1,1,0,10
90000,4,1,1,2,13
120000,4,1,1,2,13
56000,4,0,1,0,6
70000,4,1,1,2,17
140300,4,1,1,0,16
70000,4,1,1,0,12
36000,1,0,1,0,5
12997,1,0,1,0,5
25000,1,1,1,2,9
26430,1,0,1,0,4
24600,4,0,1,0,7
28481,4,0,1,0,11
100000,4,1,1,0,9
41988,1,0,1,0,9
7658,4,0,0,0,5
30375,4,0,1,0,13
34400,1,0,1,0,5
18500,4,0,1,0,5
48000,4,0,1,0,10
28942,4,0,0,0,8
50000,1,1,1,2,5
53652,1,0,1,0,7
23000,4,0,1,2,6
120000,1,1,1,4,17
120000,1,1,1,0,7
35000,4,1,1,0,5
130000,1,1,1,0,10
90000,1,1,1,2,9
55000,4,1,1,2,15
15000,4,1,1,0,5
260000,1,1,1,2,8
145000,1,1,1,0,10
35000,4,1,1,0,6
56000,4,1,1,2,14
98000,1,1,1,2,15
135000,1,1,1,2,11
60000,4,1,1,4,20
120000,1,1,1,4,12
102000,1,1,1,2,12
35000,1,1,1,0,4
80000,4,1,1,0,9
13599,4,0,0,0,5
32933,4,0,1,0,7
54551,4,0,1,0,14
57112,4,0,1,0,8
41025,4,0,0,0,7
5000,1,1,1,0,3
53122,4,0,1,2,10
64111,0,0,1,0,9
78892,4,0,1,0,11
74113,4,0,1,0,11
39000,4,0,1,0,5
84775,4,0,1,0,10
20778,4,0,1,0,10
64441,1,0,1,0,7
43192,4,0,1,0,7
79991,1,0,1,0,6
62601,1,0,1,2,11
50000,4,1,0,0,4
100000,1,1,1,0,5
97000,1,1,1,4,11
100000,1,1,1,0,7
100000,4,1,1,4,20
20000,1,1,1,0,4
46000,4,1,1,0,5
40000,1,1,1,0,10
70000,1,1,1,2,8
89600,1,1,1,4,14
104000,1,1,1,2,7
80000,1,1,1,2,8
69111,4,1,1,4,18
70000,1,1,1,2,8
120000,4,1,1,0,15
40000,4,1,1,0,8
100000,1,1,1,4,21
20000,4,1,1,0,3
50000,4,1,1,2,7
50000,1,1,1,0,5
70000,1,1,1,0,6
90000,1,1,1,0,14
150000,1,1,1,2,12
120000,1,1,1,2,17
100000,1,1,1,0,10
70000,1,1,1,2,6
70000,1,1,1,2,6
50000,4,1,1,0,6
81000,1,1,1,2,12
120000,1,1,1,4,10
3600,1,0,1,0,7
14272,4,0,1,0,7
49213,1,0,1,0,5
40000,4,1,1,0,7
40000,4,1,1,1,24
80000,4,1,1,0,10
70000,4,1,1,0,7
57000,4,1,1,0,19
120000,1,1,1,0,6
30000,4,1,1,0,17
3240,4,1,1,2,9
5000,4,1,1,0,7
10000,4,1,1,0,4
90000,4,1,1,2,8
100000,1,1,1,0,11
90000,1,1,1,0,6
140000,1,1,1,2,11
13770,1,1,1,0,9
4637,4,1,1,2,17
100000,1,1,0,2,13
60000,1,1,1,0,10
80000,1,1,1,0,11
50000,1,1,0,0,7
40000,4,1,1,2,8
93900,1,1,1,2,9
70000,4,1,1,0,15
120000,1,1,1,4,17
40000,1,1,0,0,5
120000,1,1,1,2,17
80000,4,1,1,0,18
110000,1,1,1,0,10
34000,4,0,1,0,17
20000,1,0,1,0,9
117000,4,1,1,2,21
1500,4,1,1,0,2
48965,4,0,1,0,5
55000,4,0,1,0,8
60000,4,1,1,0,14
40000,1,1,1,0,7
80000,1,1,1,0,9
11000,4,1,1,0,4
110000,1,1,1,0,8
19890,4,0,0,0,5
20194,4,0,1,0,6
34982,4,0,1,0,6
44588,4,0,1,0,10
57904,1,0,1,0,6
59258,4,0,1,0,7
60826,4,0,1,0,6
40000,1,1,0,0,4
10000,4,1,1,0,3
50000,1,1,1,0,9
25000,4,1,1,0,6
25000,4,1,1,0,4
1300,4,1,1,0,3
50000,1,1,0,0,4
20000,4,1,1,0,11
76000,1,1,1,4,11
100000,1,1,1,4,12
120000,1,1,1,0,14
70000,4,1,1,0,12
70000,4,1,1,4,8
60000,1,1,1,2,7
38000,4,1,1,2,8
19000,4,1,1,0,7
75000,1,1,1,0,6
70000,1,1,1,0,7
30000,1,1,1,0,5
31707,1,1,1,0,5
180000,1,1,1,0,12
90000,4,1,1,2,8
30000,1,1,1,0,8
60000,4,1,1,0,13
90000,1,1,1,2,17
120000,4,1,1,2,7
70000,4,1,1,4,14
70000,4,1,1,0,21
26500,4,1,1,0,5
50000,1,1,1,0,5
52000,4,1,1,2,15
160000,1,1,1,0,6
115992,1,0,0,4,10
110000,4,1,1,2,5
97000,1,1,1,2,8
100000,1,1,1,4,14
41000,1,1,1,0,6
90000,1,1,1,0,10
90000,4,1,1,0,14
25000,4,1,1,0,6
70000,1,1,1,2,12
60000,4,1,1,0,11
30000,4,1,1,2,7
30000,4,1,1,0,7
60000,1,1,1,0,6
73000,1,1,1,0,9
100000,4,1,1,1,30
32000,4,1,1,0,4
26500,4,1,1,0,4
50000,1,1,1,2,5
84000,1,0,1,0,5
50000,1,1,1,2,5
110000,3,1,1,0,11
150000,1,1,1,0,10
109052,1,0,1,0,10
90658,1,0,1,0,7
110000,1,1,1,2,8
25000,4,1,1,0,7
20000,4,1,1,0,4
80000,4,1,1,0,12
60000,4,1,1,4,15
81000,1,0,0,0,9
15000,1,1,1,0,4
75000,1,0,0,0,13
25552,4,0,1,2,5
20000,4,1,1,0,4
80000,1,1,1,0,5
40700,4,1,1,0,10
65500,1,0,0,0,5
42000,4,0,1,0,14
8000,4,0,1,0,4
80000,4,1,1,2,15
77000,4,1,1,0,8
6000,4,0,1,0,6
28838,4,1,1,0,5
11174,4,0,1,0,4
120000,4,1,1,0,14
80000,4,1,1,2,15
85000,4,1,1,2,15
10000,4,1,0,0,4
105000,1,1,1,0,9
120000,4,1,1,2,24
30000,1,0,1,2,4
54000,1,0,1,0,9
40000,1,1,1,0,8
71000,1,0,1,0,9
72500,4,0,1,0,6
76600,4,0,1,0,9
40000,4,1,1,0,8
110000,1,1,1,0,11
63000,4,0,1,0,10
60000,1,1,1,0,6
58000,4,1,1,0,8
80000,4,1,1,2,12
80000,1,1,1,0,10
70000,4,1,1,2,9
97700,4,1,1,1,11
36000,1,1,1,2,6
90000,1,1,1,2,14
130000,1,1,1,0,7
120000,1,1,1,2,12
15000,4,1,1,0,4
120000,4,1,1,4,14
170000,3,1,1,4,10
37500,4,1,1,2,6
50000,4,1,1,4,23
145000,4,1,1,4,15
60000,4,1,1,0,6
30000,4,1,1,0,6
35000,4,1,1,0,6
60000,1,1,1,0,10
35000,1,1,1,0,4
40000,4,1,1,0,7
50000,4,1,1,1,19
23800,4,1,1,2,7
70000,1,1,1,0,7
90000,3,1,1,2,12
102000,4,1,1,2,14
5000,4,1,1,0,3
50000,4,1,1,0,11
15000,4,1,1,0,3
35000,4,1,1,2,14
20000,4,1,1,0,11
99000,1,1,0,0,8
90000,4,1,1,0,14
47000,4,0,0,0,15
90000,1,1,1,4,12
20000,4,1,1,0,4
1100,4,1,0,0,3
40000,4,1,1,0,2
40000,4,1,1,0,13
60000,4,1,1,0,14
20000,4,1,1,0,6
5000,4,1,1,0,3
27000,4,1,1,0,6
38000,1,1,1,2,4
25000,4,1,1,0,7
1100,4,1,1,0,2
100000,4,1,1,0,15
100000,1,1,1,2,8
110000,4,1,1,0,15
60000,1,1,1,2,6
70000,1,1,1,2,10
110000,4,1,1,2,18
44077,4,0,0,0,5
24000,1,1,1,0,5
30000,1,1,1,0,4
40000,4,1,1,0,5
90000,1,1,1,2,11
50000,1,1,1,0,16
100000,4,1,1,2,19
50000,4,1,1,2,12
70000,1,1,1,2,9
100000,4,1,1,2,12
160000,4,1,1,2,11
70000,1,1,1,0,9
9422,1,1,0,0,4
110000,1,1,0,0,5
20000,4,1,1,0,3
20000,4,1,1,0,5
70000,4,1,1,2,14
150000,1,1,1,0,9
83000,4,1,1,2,13
250000,1,1,1,0,10
30000,4,1,1,0,4
80000,0,1,1,0,4
50000,4,1,1,2,10
50000,4,1,1,2,15
48500,1,1,0,2,10
60000,4,1,1,4,15
90000,1,1,1,2,12
70000,4,1,1,2,7
50000,4,1,1,0,8
110000,4,1,1,0,6
50000,4,1,1,0,4
175000,1,1,1,0,6
60000,4,1,1,0,5
60000,0,1,1,2,11
40000,4,1,1,2,5
100000,1,1,1,0,11
63000,1,1,1,0,9
80000,0,1,1,2,6
55000,1,1,1,0,9
60000,4,1,1,0,7
5000,4,1,1,0,2
48000,4,0,1,0,7
80000,4,1,1,2,12
50000,4,1,1,0,5
15000,4,1,1,0,4
105000,1,0,0,0,3
80000,1,1,1,2,12
50000,1,1,1,0,5
5000,1,1,1,0,6
58000,4,1,1,0,18
10000,4,1,0,0,4
45000,4,1,1,2,10
10000,4,1,1,0,7
50000,4,1,1,0,14
40000,4,1,1,1,20
100000,1,1,1,4,12
80000,1,1,1,2,10
110000,1,1,1,2,11
10000,4,1,1,0,12
60000,1,1,1,2,9
72000,1,1,1,2,12
60000,1,1,1,2,9
110000,4,1,1,0,16
50000,4,1,1,0,9
25000,4,1,1,0,4
120000,1,1,1,4,8
55000,1,1,1,0,6
35000,1,1,1,0,4
110000,1,1,0,0,6
80000,1,1,1,2,8
80000,4,1,1,0,4
120000,4,1,1,0,13
100000,1,1,1,2,12
60000,4,0,1,2,16
25000,4,0,1,0,5
19000,4,0,1,0,4
54000,4,0,1,0,14
17100,4,0,1,2,7
19000,4,0,0,0,5
146000,1,0,1,0,7
98000,1,0,0,0,9
224642,1,0,1,2,11
120000,4,1,1,2,24
175000,1,1,1,0,11
15000,1,1,0,2,5
50000,1,1,1,0,5
15000,4,1,1,0,5
25000,4,1,0,0,4
25000,1,1,1,0,3
69000,1,1,1,0,9
60000,1,1,1,4,7
222435,1,1,1,2,16
66000,1,1,1,4,5
78000,1,1,1,2,8
10000,4,1,1,0,3
35000,4,1,1,0,4
10000,1,1,1,0,3
40000,4,1,1,0,6
120000,1,1,1,0,9
70000,4,1,0,0,25
40000,1,1,1,0,5
20000,1,1,1,0,4
93000,1,1,1,0,6
75000,1,1,1,2,8
101100,1,1,1,4,16
66000,1,1,1,0,11
30000,4,1,1,2,10
70000,1,1,1,0,7
50000,1,1,1,0,5
100000,1,1,1,0,12
60000,4,1,0,0,15
70000,4,1,1,0,8
40000,4,1,1,0,6
80000,1,1,1,4,11
120000,4,1,1,2,13
120000,1,1,1,0,11
238000,1,1,1,0,8
100000,4,1,1,2,14
110000,1,1,1,2,11
35000,1,1,1,0,3
165000,4,1,1,2,19
42000,1,1,1,0,4
70000,1,1,1,2,8
60000,4,1,1,2,11
115000,1,1,1,4,9
70000,1,1,1,0,5
80000,4,1,1,2,15
65000,4,0,1,0,11
150000,1,1,1,2,12
75000,1,0,1,2,7
63700,1,1,1,0,10
74800,1,1,1,0,4
105000,1,1,1,2,13
40000,1,1,1,0,6
90000,1,1,1,2,6
75000,1,0,1,2,7
15000,1,1,1,0,4
30000,4,1,1,2,13
100000,1,1,1,2,8
155000,1,1,0,4,13
149000,1,1,0,2,10
60000,1,1,1,0,5
90000,1,1,1,0,5
100000,1,1,0,2,10
90000,4,1,1,2,10
75000,1,1,1,0,13
120000,1,1,1,2,13
90000,1,1,1,2,6
55000,4,1,1,0,7
70000,1,1,1,0,12
95000,1,1,1,2,6
50000,1,1,1,0,8
50000,1,1,1,0,6
76731,1,0,0,0,15
64000,1,0,1,0,6
65000,1,0,1,0,8
13000,4,0,0,3,4
77000,1,0,1,0,8
63840,4,0,1,0,8
25000,4,1,1,0,5
76400,1,1,1,2,11
70000,4,1,1,4,24
70000,4,1,1,4,24
80000,1,1,1,4,11
100000,4,1,1,1,12
40000,1,1,1,0,5
15000,4,1,1,0,4
70000,4,1,1,0,11
15000,4,1,1,0,4
40000,4,1,1,0,7
54000,4,1,1,0,16
90000,1,1,1,0,13
52000,4,1,1,0,15
200000,1,1,1,4,10
35000,1,1,1,2,6
60000,1,1,1,0,5
31489,4,1,1,0,5
40000,1,1,1,0,4
110000,1,1,1,0,9
50000,1,1,1,0,13
44000,4,1,1,0,10
90000,4,1,1,2,12
50000,4,1,1,2,8
50000,4,1,1,0,10
81366,4,1,1,0,15
110000,4,1,1,0,16
300000,1,1,1,0,16
70000,4,1,1,0,12
100000,1,1,1,0,9
70000,4,1,1,2,17
50000,1,1,1,0,9
180000,1,1,1,2,13
50000,4,1,1,2,14
90000,4,1,1,2,15
110000,1,1,1,0,10
26000,4,1,0,0,4
65000,1,1,1,0,6
130000,1,1,1,0,13
75000,1,1,1,2,9
110000,1,1,1,2,8
50000,4,1,1,0,8
80000,4,1,1,2,25
80000,4,1,1,2,13
60000,4,1,1,2,9
90000,4,1,1,2,13
36000,4,1,1,0,5
87000,1,1,1,0,12
80000,1,1,1,0,11
50000,1,1,1,0,7
60000,4,1,1,0,9
50000,4,1,1,0,7
40000,1,1,1,4,8
60000,4,1,1,2,14
55000,1,1,1,0,7
80000,1,1,1,0,10
295000,1,1,1,0,10
80000,4,1,1,0,7
50000,4,1,1,2,5
158000,1,1,1,4,10
400000,1,1,1,4,16
35000,4,1,1,0,5
12000,4,1,1,0,4
4000,4,1,1,0,4
10832,4,0,1,0,5
50000,4,1,1,0,13
19495,4,0,1,0,6
85710,1,0,1,0,9
55130,1,0,1,2,11
63356,1,0,1,2,8
129627,1,0,1,0,10
15000,4,1,1,0,12
50000,4,1,1,0,5
20000,4,1,1,0,4
5000,4,1,1,0,5
4400,4,1,1,2,4
15000,1,1,1,4,3
45000,1,1,1,0,9
1000,1,1,1,0,4
38500,4,1,1,0,8
25000,4,1,1,0,11
35000,1,1,1,0,9
110000,1,1,1,2,13
40000,4,1,1,0,10
110000,4,1,1,2,15
20000,1,1,1,4,9
14987,4,0,1,0,10
25061,1,0,1,0,6
42494,1,0,1,0,5
44875,1,0,1,0,8
89741,1,0,1,2,8
65000,1,0,1,0,6
35000,1,0,1,0,6
347089,1,0,1,0,13
34500,1,1,1,0,12
30000,4,1,1,0,4
39000,1,1,0,0,4
16000,1,1,1,0,3
80000,0,1,1,2,12
60000,1,1,1,0,6
110000,1,1,1,0,7
61000,4,1,1,0,8
29000,1,1,1,0,5
50000,1,1,1,0,4
90000,1,1,1,0,8
35000,4,1,0,0,4
43000,4,1,1,2,7
50000,4,1,1,0,5
25000,4,1,1,0,6
222252,1,1,1,0,9
50000,4,1,1,2,13
80000,1,1,1,0,9
35000,1,1,1,0,10
85000,4,1,1,2,15
110000,1,1,1,4,11
70000,4,1,1,2,16
100000,1,1,1,0,8
120000,1,1,1,2,9
89000,1,1,1,0,7
120000,1,1,1,0,9
40000,4,1,1,2,9
17000,4,1,1,0,5
125000,1,1,1,2,9
110000,4,1,1,2,7
120000,1,1,1,2,11
90000,1,1,1,0,8
90000,1,1,1,0,8
87000,1,1,1,2,8
15000,1,1,1,0,8
70000,4,1,1,0,7
38000,4,1,1,0,10
64000,4,1,1,2,11
55250,1,1,1,0,7
110000,1,1,1,0,11
70000,4,1,0,0,10
17000,1,1,1,0,4
13000,4,1,1,2,5
60000,1,1,1,0,6
120000,1,1,1,2,10
97000,1,1,1,2,10
130000,4,1,1,2,15
50000,4,1,1,0,9
120000,1,1,1,2,10
68000,1,1,1,0,7
100000,4,1,1,2,16
80000,1,1,1,0,9
60000,4,1,1,0,7
5000,4,1,1,0,3
20000,4,1,1,0,6
12500,4,1,1,0,4
4000,0,1,1,0,3
25000,4,1,1,0,3
70000,1,1,1,2,9
162000,3,1,1,0,15
205000,1,1,1,2,12
70000,4,1,0,4,14
70000,1,1,1,2,4
100000,1,1,1,2,8
70000,1,1,1,2,9
220000,1,1,1,0,11
80000,4,1,1,2,7
120000,1,1,1,0,12
22038,1,1,1,0,5
80000,1,1,1,0,9
90000,4,1,1,0,12
140000,1,1,1,2,10
120000,1,1,1,2,11
60000,1,1,1,0,7
80000,1,1,1,2,11
60000,4,1,1,2,8
90000,1,1,1,2,10
80000,1,1,1,0,10
175000,1,1,1,2,14
10000,1,1,1,0,3
65000,4,1,1,0,5
90000,1,1,1,0,10
70000,4,1,1,0,15
2500,4,1,1,0,4
35000,1,1,1,0,6
40000,1,1,1,0,10
63000,4,1,1,0,4
88000,1,0,0,0,9
55000,1,0,1,0,7
71014,1,0,1,0,8
60000,1,0,1,0,7
70000,1,1,1,0,8
60000,4,0,0,0,10
92000,1,0,1,4,10
89126,1,1,1,0,8
134000,1,1,0,0,13
15000,4,0,0,0,3
42500,1,0,1,0,6
42000,1,0,0,0,10
70000,1,1,0,2,7
110000,4,1,1,4,18
131365,1,1,1,0,8
48980,1,0,0,0,6
46000,4,0,0,0,8
60000,4,1,1,4,13
58000,1,0,1,0,7
22000,1,0,1,0,6
37000,4,1,1,0,5
70000,4,1,1,1,13
98900,1,1,1,4,10
125000,1,1,1,0,10
60000,1,1,1,0,5
80000,4,1,1,2,8
40000,1,1,1,0,5
80000,1,1,1,2,10
30000,1,1,1,0,8
35000,1,1,1,0,4
180000,1,1,1,4,11
60000,1,1,1,0,7
86000,1,0,0,0,9
127643,1,0,0,0,7
34000,1,1,0,0,4
145000,1,1,1,0,8
25000,4,1,0,0,4
54000,4,0,1,2,4
102354,1,0,0,0,8
70000,4,1,1,1,23
70000,1,1,1,0,4
36000,1,0,0,0,5
58000,4,0,1,0,8
100000,1,1,1,0,9
62237,4,0,0,0,8
90000,4,0,1,2,17
100000,4,1,1,2,23
14000,4,0,1,0,5
21394,1,0,1,0,4
13800,4,1,0,0,4
23000,4,0,0,0,5
32686,4,0,1,0,7
99700,1,1,1,0,5
5000,1,1,0,0,3
49654,1,0,1,0,8
45457,4,0,1,0,6
39221,1,0,1,0,5
48220,4,0,1,0,6
11114,4,0,1,0,5
60208,1,0,1,0,14
80000,1,0,1,0,9
98600,1,0,0,0,14
30000,1,0,0,0,7
18000,4,0,0,0,3
100000,1,0,0,0,12
58000,4,0,0,0,7
85441,1,0,1,0,5
64541,1,0,1,0,7
35000,1,1,1,0,3
30000,4,1,1,0,4
16267,4,0,1,0,5
71500,1,0,1,0,9
12999,1,0,0,0,3
80000,4,1,1,0,14
90000,4,1,1,2,15
28000,4,1,1,0,10
200000,1,1,1,0,7
14700,4,1,1,0,5
90000,4,1,1,2,22
50000,4,1,1,0,5
100000,4,1,1,2,13
24000,4,1,0,0,3
100000,1,1,1,0,9
90000,4,1,1,0,15
30000,4,1,1,0,7
80000,4,1,1,0,5
92686,1,0,1,2,10
300000,4,1,1,4,12
90000,4,1,1,2,11
60000,4,1,1,0,19
40000,1,1,0,0,5
90000,4,1,1,1,18
80000,1,1,1,0,9
100000,4,1,1,0,20
20000,1,1,1,0,4
51000,4,1,1,0,3
55000,4,1,1,0,8
6000,4,1,1,0,4
40000,4,1,1,2,11
15000,4,1,0,0,5
50000,1,1,1,2,17
