car_name,year,selling_price,kms_driven,fuel_type,seller_type,transmission,owner
Mahindra Scorpio 1.99 S10,2014,725000,135000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,320000,50000,Diesel,Individual,Manual,Third Owner
Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner
Chevrolet Beat Diesel LS,2012,160000,50000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2018,790000,19571,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC ZX,2018,1200000,29600,Petrol,Dealer,Manual,First Owner
Maruti Swift LXI,2011,175000,70000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000,15000,Diesel,Individual,Automatic,First Owner
Maruti Celerio LXI MT BSIV,2019,340000,50000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,First Owner
Audi A4 30 TFSI Technology,2018,3100000,22000,Petrol,Individual,Automatic,First Owner
Honda Amaze VX Diesel BSIV,2018,780000,25000,Diesel,Dealer,Manual,First Owner
Toyota Corolla Altis 1.8 VL AT,2010,350000,80000,Petrol,Individual,Automatic,Third Owner
Maruti Alto 800 VXI,2016,245000,60000,Petrol,Individual,Manual,First Owner
Honda Amaze VX Diesel BSIV,2018,790000,49000,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-VTEC,2018,680000,48600,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 Asta Option,2017,540000,20000,Petrol,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2,2016,425000,25000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo Sports,2008,140000,120000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI Plus,2019,1100000,30000,Diesel,Individual,Manual,First Owner
Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
Audi Q3 2.0 TDI Quattro Premium Plus,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner
Tata Zest Revotron 1.2T XMS,2018,400000,54000,Petrol,Dealer,Manual,Second Owner
Audi A6 2.0 TDI  Design Edition,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner
Hyundai Santro Xing XL eRLX Euro III,2005,114999,90000,Petrol,Dealer,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,21394,Diesel,Dealer,Manual,First Owner
Datsun GO T Petrol,2015,310000,32686,Petrol,Dealer,Manual,First Owner
Mahindra Jeep CJ 500 DI,2006,575000,1001,Diesel,Dealer,Manual,First Owner
Renault Pulse RxZ,2017,490000,22000,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Magna,2017,480000,53261,Petrol,Dealer,Manual,First Owner
Land Rover Discovery Sport SD4 HSE Luxury,2016,3500000,53000,Diesel,Dealer,Automatic,First Owner
Renault KWID 1.0 RXT Optional,2018,370000,10000,Petrol,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2017,835000,14000,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,650000,44000,Petrol,Dealer,Manual,First Owner
Toyota Etios VD,2014,670000,39895,Diesel,Dealer,Manual,First Owner
Chevrolet Cruze LTZ AT,2017,950000,73000,Diesel,Dealer,Automatic,First Owner
Honda City i-VTEC SV,2014,690000,17000,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,670000,18591,Petrol,Dealer,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ,2017,925000,26766,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,2015,250000,30000,Petrol,Individual,Manual,First Owner
Tata Sumo Gold EX,2016,509999,42000,Diesel,Individual,Manual,First Owner
Honda City i DTEC VX,2014,520000,110000,Diesel,Individual,Manual,First Owner
Tata Indica DLE,2005,100000,100000,Diesel,Individual,Manual,First Owner
Tata Indica DLS,2006,85000,300000,Diesel,Individual,Manual,Second Owner
Tata Indigo LX,2009,130000,110000,Diesel,Individual,Manual,Third Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,27620,Diesel,Dealer,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,70000,Petrol,Individual,Manual,First Owner
Honda City S,2012,320000,50000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2015,480000,50000,Diesel,Individual,Manual,First Owner
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,2490000,46000,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 VX 8 STR,2012,790000,82000,Diesel,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2016,120000,120000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2006,75000,80000,Petrol,Individual,Manual,Third Owner
Tata Indica GLS BS IV,2010,99000,70000,Petrol,Individual,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2018,1015000,20000,Diesel,Individual,Manual,First Owner
Mahindra Xylo D4 BSIV,2013,250000,200000,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.5 VX BS IV,2011,520000,120000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 AT SX Option,2018,1100000,30000,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2005,200000,223000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2016,525000,60000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.2,2016,500000,40000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2016,675000,161327,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2009,150000,60000,Petrol,Individual,Manual,Third Owner
Mahindra Bolero DI,2007,250000,50000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,6000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XS,2009,150000,68000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2012,200000,85000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,525000,70000,Diesel,Individual,Automatic,First Owner
Maruti Esteem VX,1999,60000,35000,Petrol,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2010,180000,100000,Diesel,Individual,Manual,Second Owner
Honda Amaze S i-Dtech,2015,475000,110000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,380000,195000,Diesel,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,2015,285000,46000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2008,91200,60000,Petrol,Individual,Manual,Second Owner
Datsun RediGO T Option,2017,250000,46000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,2015,400000,42000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG AT,2006,160000,90000,Petrol,Individual,Automatic,Second Owner
Hyundai Verna 1.6 SX,2012,409999,120000,Diesel,Individual,Manual,Third Owner
Ford Ecosport 1.5 DV5 MT Titanium,2013,425000,72000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2013,250000,71000,CNG,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2009,200000,110000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Wagon R LXI CNG,2013,250000,71000,CNG,Individual,Manual,Second Owner
Maruti Eeco 5 Seater AC BSIV,2017,260000,30000,Petrol,Dealer,Manual,First Owner
Hyundai Verna SX,2007,155000,65000,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2015,450000,38000,Diesel,Individual,Manual,First Owner
Maruti SX4 Celebration Petrol,2012,220000,90000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2018,285000,30000,Petrol,Dealer,Manual,First Owner
Honda Amaze V CVT Petrol BSIV,2018,725000,26000,Petrol,Dealer,Automatic,First Owner
Maruti Ciaz ZXi,2016,625000,30000,Petrol,Dealer,Manual,First Owner
Hyundai i20 Active SX Petrol,2016,550000,23000,Petrol,Dealer,Manual,First Owner
Hyundai i10 Magna,2012,240000,40000,Petrol,Dealer,Manual,First Owner
Nissan Terrano XL 85 PS,2014,600000,27000,Diesel,Dealer,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2012,350000,65000,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,2015,245000,32000,Petrol,Dealer,Manual,First Owner
Mahindra Bolero B6,2016,600000,56000,Diesel,Dealer,Manual,First Owner
BMW X1 sDrive 20d xLine,2017,2400000,30000,Diesel,Individual,Automatic,First Owner
Mahindra Scorpio SLE BS IV,2014,620000,80000,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,2014,395000,52000,Petrol,Dealer,Manual,Second Owner
Maruti Ertiga ZXI,2014,635000,13250,Petrol,Dealer,Manual,First Owner
Maruti Alto LX,2011,180000,36000,Petrol,Dealer,Manual,First Owner
Maruti Swift ZDI Plus,2015,484999,73000,Diesel,Dealer,Manual,Second Owner
Maruti Alto LX,2004,110000,60000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BSIII,2006,150000,60000,Petrol,Individual,Manual,Second Owner
Chevrolet Tavera Neo 2 LT L 9 Str,2012,400000,110000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,70000,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL Plus,2013,302000,60000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire Vdi BSIV,2011,215000,90000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Wagon R VXI BSIII,2004,155000,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,1000000,101000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus SLX,2018,550000,44000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2006,200000,45000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2017,750000,120000,Diesel,Individual,Manual,First Owner
Maruti Zen LXI,2005,90000,90000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2007,80000,120000,Petrol,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,2013,229999,13500,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,350000,10000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Magna,2015,325000,25000,Petrol,Individual,Manual,Third Owner
Tata Tigor 1.2 Revotron XT,2018,450000,8500,Petrol,Individual,Manual,First Owner
Maruti SX4 Celebration Diesel,2012,250000,120000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Comfortline 1.2L,2012,225000,120000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,2009,150000,90246,Petrol,Individual,Manual,Third Owner
Maruti Alto LX BSIII,2008,110000,90000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2010,150000,40000,Petrol,Individual,Manual,Second Owner
Maruti Gypsy King Hard Top,2000,165000,60000,Petrol,Individual,Manual,Fourth & Above Owner
Renault Duster 85PS Diesel RxL,2017,610000,32000,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.1 CRDi Base,2015,375000,72000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI,2013,390000,90000,Diesel,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,2017,600000,10000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,204999,25000,Petrol,Individual,Manual,Second Owner
Hyundai Verna CRDi,2009,270000,80000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,2017,375000,10000,Petrol,Individual,Manual,First Owner
Maruti Baleno Zeta,2020,700000,1100,Petrol,Individual,Manual,First Owner
Maruti Swift VXI Deca,2017,455000,40000,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz 1.1L,2017,375000,10000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Asta,2014,341000,31491,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,200000,107143,Diesel,Individual,Manual,Second Owner
Maruti Ignis 1.2 AMT Delta BSIV,2017,450000,15000,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing GL Plus,2012,170000,50000,Petrol,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,1900000,100000,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus LX,2016,500000,60000,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2016,819999,85000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2014,351000,40000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,2008,250000,82000,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,70000,Petrol,Individual,Manual,Second Owner
Maruti A-Star Vxi,2009,180000,70000,Petrol,Individual,Manual,Third Owner
Mahindra KUV 100 mFALCON D75 K6,2016,430000,20000,Diesel,Individual,Manual,First Owner
Tata Nano Cx BSIV,2012,75000,35000,Petrol,Individual,Manual,Second Owner
Mahindra Xylo D4,2017,750000,80000,Diesel,Individual,Manual,First Owner
Tata Nano Lx,2011,60000,40000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1500000,46412,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD BSIII,2011,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra TUV 300 T4,2016,630000,50000,Diesel,Individual,Manual,First Owner
Tata Safari Storme VX Varicor 400,2018,1085000,15000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2012,190000,60000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Delta Automatic,2018,550000,25000,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2012,200000,90000,Petrol,Individual,Manual,Third Owner
Chevrolet Spark 1.0 LT,2011,165000,60000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,260000,65000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2011,151000,40000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza VDi,2018,780000,50000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2012,175000,80000,Diesel,Individual,Manual,Third Owner
Tata Indica Vista TDI LS,2010,170000,107500,Diesel,Dealer,Manual,First Owner
Tata Indica Vista TDI LS,2013,210000,135000,Diesel,Dealer,Manual,Second Owner
Maruti Alto LXi,2007,90000,43826,Petrol,Dealer,Manual,Second Owner
Hyundai i20 Active S Petrol,2016,535000,55838,Petrol,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,2007,195000,112880,Diesel,Dealer,Manual,First Owner
Tata Indica Vista Terra Quadrajet 1.3L,2011,140000,90000,Diesel,Individual,Manual,Third Owner
Nissan Sunny XL,2012,350000,40000,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX VTVT (O),2013,425000,66000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,300000,30300,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Style Limited Edition,2013,340000,85000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2009,250000,80659,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo 1.4 LS,2008,170000,81324,Petrol,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,2013,315000,127884,Diesel,Dealer,Manual,First Owner
Chevrolet Beat PS,2015,200000,50000,Petrol,Individual,Manual,First Owner
Chevrolet Beat PS,2016,300000,25000,Petrol,Individual,Manual,First Owner
Honda Amaze S i-Dtech,2015,300000,66755,Diesel,Dealer,Manual,First Owner
Honda City E,2013,380000,123084,Petrol,Dealer,Manual,First Owner
Maruti Swift VXI BSIII,2009,250000,806599,Petrol,Dealer,Manual,First Owner
Maruti Wagon R VXI Minor ABS,2010,260000,50000,Petrol,Individual,Manual,First Owner
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008,150000,50000,Petrol,Individual,Manual,Second Owner
Maruti Esteem Vxi - BSIII,2006,85000,60000,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2015,280000,15000,Petrol,Individual,Manual,Second Owner
Mahindra Xylo H4 ABS,2016,850000,40000,Diesel,Individual,Manual,First Owner
Datsun GO Plus T Option BSIV,2017,375000,20000,Petrol,Individual,Manual,Second Owner
Hyundai Elantra CRDi (Leather Option),2006,125000,120000,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,2012,250000,110000,Diesel,Individual,Manual,First Owner
Toyota Corolla Altis D-4D J,2014,715000,234000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Era,2011,220000,70000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet,2010,110000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Verna XXi (Petrol),2007,150000,84000,Petrol,Individual,Manual,Second Owner
Nissan Sunny Diesel XV,2012,300000,170000,Diesel,Individual,Manual,First Owner
Datsun RediGO T Option,2017,220000,40000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX,2006,75000,96000,Petrol,Individual,Manual,Second Owner
Tata Indigo LS,2009,100000,20000,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2016,380000,15000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XK (Non-AC),2007,100000,50000,Petrol,Individual,Manual,First Owner
Volkswagen Passat 1.8 TSI MT,2010,480000,80000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2013,190000,70000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel LXI,2012,190000,130000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017,650000,19014,Petrol,Dealer,Manual,First Owner
Toyota Corolla Executive (HE),2009,300000,23262,Petrol,Dealer,Manual,First Owner
Ford Freestyle Titanium Diesel BSIV,2016,700000,29600,Diesel,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.1L,2015,310000,35925,Petrol,Dealer,Manual,First Owner
Maruti Ignis 1.2 Zeta BSIV,2018,500000,12000,Petrol,Individual,Manual,First Owner
Toyota Etios V,2013,415000,40771,Petrol,Dealer,Manual,First Owner
Maruti Celerio VXI AT,2015,395000,30500,Petrol,Dealer,Automatic,Second Owner
Toyota Etios Liva 1.2 G,2014,430000,42000,Petrol,Dealer,Manual,Second Owner
Toyota Corolla H6,2007,215000,55800,Petrol,Dealer,Manual,Second Owner
Renault Duster RXL AWD,2014,550000,66569,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 1.5 TDI Trendline,2014,415000,81358,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 1.5 TDI Comfortline,2015,450000,82695,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel EXI,2014,285000,68293,Diesel,Dealer,Manual,Second Owner
Honda Jazz VX CVT,2016,580000,32000,Petrol,Dealer,Automatic,First Owner
Maruti Swift Dzire Tour LDI,2014,300000,190621,Diesel,Dealer,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2018,1200000,60000,Diesel,Individual,Manual,First Owner
Maruti 800 Std MPFi,2006,78000,64700,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2002,65000,100000,Petrol,Individual,Manual,Second Owner
Tata Zest Quadrajet 1.3 75PS XE,2016,400000,88470,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI SX Option,2016,850000,75000,Diesel,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2013,450000,120000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,2500000,35000,Diesel,Individual,Automatic,First Owner
Toyota Fortuner 2.8 2WD AT BSIV,2017,3200000,57000,Diesel,Individual,Automatic,First Owner
Maruti Alto 800 VXI,2020,350000,1000,Petrol,Individual,Manual,First Owner
Mahindra Quanto C6,2013,285000,120000,Diesel,Individual,Manual,Second Owner
Maruti Ciaz ZDi,2014,550000,90000,Diesel,Dealer,Manual,Second Owner
Volkswagen Ameo 1.5 TDI Comfortline,2018,580000,70000,Diesel,Individual,Manual,First Owner
Tata Nano CX SE,2013,75000,25000,Petrol,Individual,Manual,Third Owner
Tata Manza Aura Quadrajet,2009,185000,60000,Diesel,Individual,Manual,Third Owner
Maruti Omni E 8 Str STD,2007,110000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Honda City 1.5 EXI,2004,180000,200000,Petrol,Individual,Manual,Second Owner
Volkswagen Polo Diesel Comfortline 1.2L,2010,350000,110000,Diesel,Individual,Manual,Second Owner
Chevrolet Optra 1.6 LS,2005,60000,126000,Petrol,Individual,Manual,Second Owner
Mahindra TUV 300 T10,2018,695000,70000,Diesel,Individual,Manual,First Owner
Mahindra Alturas G4 4X2 AT BSIV,2019,2700000,5000,Diesel,Individual,Automatic,First Owner
Maruti Zen Estilo LX BSIII,2007,135000,74183,Petrol,Individual,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,640000,70000,Diesel,Individual,Manual,Second Owner
Maruti Alto 800 VXI,2014,160000,90000,Petrol,Individual,Manual,First Owner
Tata Indica LXI,2004,80000,46000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2013,340000,110000,Diesel,Individual,Manual,Second Owner
Maruti Ritz VDi,2012,110000,80000,Diesel,Individual,Manual,Second Owner
Tata Sumo Gold EX,2013,250000,90000,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1300000,70000,Diesel,Individual,Manual,First Owner
Mahindra Quanto C6,2014,250000,1,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LX Minor,2013,240000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra Bolero DI DX 7 Seater,2007,225000,120000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI Optional,2015,275000,60000,Petrol,Individual,Manual,Second Owner
Tata Sumo Victa CX 7/9 Str BSII,2012,320000,120000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX BSIII,2008,75000,120000,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2007,85000,50000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aqua TDI BSIII,2009,90000,120000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2007,85000,80000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio M2DI,2008,350000,80000,Diesel,Individual,Manual,Second Owner
Skoda Superb Elegance 2.0 TDI CR AT,2009,355000,100000,Diesel,Individual,Automatic,Second Owner
Maruti Swift VXI,2020,619000,1500,Petrol,Individual,Manual,First Owner
Jeep Compass 2.0 Longitude Option BSIV,2018,1700000,50000,Diesel,Individual,Manual,First Owner
Tata Indica DL,2006,55000,100000,Diesel,Individual,Manual,Second Owner
Ford Fiesta 1.6 ZXi Leather,2006,95000,83411,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Individual,Manual,Second Owner
Ford Fiesta 1.6 ZXi Leather,2006,81000,83411,Petrol,Individual,Manual,First Owner
Skoda Superb Elegance 2.0 TDI CR AT,2015,1000000,80000,Diesel,Individual,Automatic,Second Owner
Maruti Ertiga VDI,2019,925000,50000,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,450000,40000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio EX,2014,600000,13270,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XL AT eRLX Euro III,2006,85000,100000,Petrol,Individual,Automatic,Third Owner
Mahindra Thar DI 4X4 PS,2016,700000,50000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,486000,26500,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2013,400000,90000,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.4 Duratec ZXI,2008,120000,100000,Petrol,Individual,Manual,Third Owner
Maruti Alto 800 LXI,2018,275000,35000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2016,580000,57000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire LXI,2015,375000,70000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV with ABS,2015,229999,100000,Petrol,Individual,Manual,Third Owner
Maruti Alto LX,2010,110000,88000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2017,600000,60000,Diesel,Individual,Manual,First Owner
Maruti A-Star Vxi,2009,120000,76000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,2010,200000,100000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2012,450000,110000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2012,550000,80000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,2012,220000,80000,Petrol,Individual,Manual,Second Owner
Maruti 800 EX,2001,40000,30000,Petrol,Individual,Manual,First Owner
Renault KWID Climber 1.0 AMT,2017,300000,20000,Petrol,Individual,Automatic,First Owner
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2017,610000,40000,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 VTVT S,2019,660000,7000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI LPG BSIV,2012,220000,80000,LPG,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,2011,138000,90000,Diesel,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,2013,210000,13770,Diesel,Individual,Manual,First Owner
Maruti Zen LXi - BS III,2005,125000,34000,Petrol,Dealer,Manual,First Owner
Maruti Alto LXi BSIII,2008,125000,102000,Petrol,Dealer,Manual,First Owner
Honda City i DTEC SV,2014,725000,110000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2011,170000,90000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,70000,Diesel,Individual,Manual,Third Owner
Maruti Wagon R VXI BSIII,2003,70000,90000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,Second Owner
Honda Civic 1.8 (E) MT,2006,300000,80000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2015,530000,100000,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo 1.1 LXI BSIII,2007,100000,143000,Petrol,Individual,Manual,Third Owner
Honda City 1.5 V MT,2010,350000,115000,Petrol,Individual,Manual,Second Owner
Tata Manza ELAN Quadrajet BS IV,2011,165000,100000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,2019,475000,120000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo E4 ABS BS IV,2013,350000,42000,Diesel,Individual,Manual,First Owner
Renault KWID RXL,2016,229999,38000,Petrol,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,2018,800000,35000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire ZDI,2014,475000,120000,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL 110 PS,2014,425000,136906,Diesel,Individual,Manual,First Owner
Maruti Ciaz VDi Plus,2015,660000,97000,Diesel,Individual,Manual,Second Owner
